customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-02419,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.54,1165.59,1
CUST-02420,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),87.93,369.68,0
CUST-02421,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,97.27,2177.16,0
CUST-02422,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.35,2464.51,0
CUST-02423,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.31,1541.77,0
CUST-02424,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.42,5743.42,0
CUST-02425,Male,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.33,4174.05,0
CUST-02426,Female,0,No,Yes,6,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,97.1,549.41,0
CUST-02427,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),43.44,1758.37,0
CUST-02428,Female,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,103.91,3586.73,1
CUST-02429,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65.28,2095.98,0
CUST-02430,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.94,4961.99,0
CUST-02431,Female,0,No,No,53,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,87.49,4660.9,0
CUST-02432,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,22.63,646.54,0
CUST-02433,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),80.0,690.42,0
CUST-02434,Male,0,No,Yes,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.69,1752.2,0
CUST-02435,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,107.02,1232.75,0
CUST-02436,Male,1,No,No,41,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.48,3357.33,0
CUST-02437,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.17,1885.65,0
CUST-02438,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),58.3,3529.97,0
CUST-02439,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,18.25,365.14,0
CUST-02440,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.75,260.0,1
CUST-02441,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),18.25,87.44,0
CUST-02442,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.07,4572.9,0
CUST-02443,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,90.75,1429.43,0
CUST-02444,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,107.94,942.46,0
CUST-02445,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),116.77,1395.05,1
CUST-02446,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,69.04,729.37,0
CUST-02447,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),91.59,5960.41,0
CUST-02448,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.42,1460.07,1
CUST-02449,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.99,2545.72,0
CUST-02450,Male,0,Yes,No,51,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.95,2455.86,0
CUST-02451,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,35.42,2081.77,0
CUST-02452,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.37,1980.17,0
CUST-02453,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.39,905.97,0
CUST-02454,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.23,1396.35,1
CUST-02455,Female,1,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,95.69,6099.12,1
CUST-02456,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.66,2033.49,1
CUST-02457,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,89.34,1747.77,0
CUST-02458,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.48,2735.18,1
CUST-02459,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.23,752.56,0
CUST-02460,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.47,828.02,0
CUST-02461,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,57.58,805.52,0
CUST-02462,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),70.53,2865.67,0
CUST-02463,Female,1,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),85.2,2666.59,1
CUST-02464,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.91,4602.34,0
CUST-02465,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),48.94,1921.82,0
CUST-02466,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.88,1095.74,0
CUST-02467,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,105.78,1282.2,1
CUST-02468,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.22,729.9,0
CUST-02469,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,84.53,3434.42,0
CUST-02470,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.16,3338.51,0
CUST-02471,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),73.98,208.21,0
CUST-02472,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,71.89,3851.81,0
CUST-02473,Female,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.36,868.83,0
CUST-02474,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,62.49,2754.06,0
CUST-02475,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,118.75,3340.3,0
CUST-02476,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,118.75,4317.98,1
CUST-02477,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,101.37,5942.62,0
CUST-02478,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.51,1711.01,0
CUST-02479,Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.6,2149.97,1
CUST-02480,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),42.31,2442.02,0
CUST-02481,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),96.02,680.18,0
CUST-02482,Female,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),72.33,4395.58,0
CUST-02483,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),72.88,1315.51,0
CUST-02484,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,76.2,2121.97,0
CUST-02485,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.36,362.33,0
CUST-02486,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),96.2,4243.46,0
CUST-02487,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),118.48,7421.71,0
CUST-02488,Female,1,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,96.42,3469.83,0
CUST-02489,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.73,1127.43,0
CUST-02490,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.9,210.57,0
CUST-02491,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.88,2019.04,1
CUST-02492,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,75.15,3806.6,0
CUST-02493,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.67,2117.63,1
CUST-02494,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.58,170.52,0
CUST-02495,Female,1,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.66,1899.0,0
CUST-02496,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,85.24,4744.0,0
CUST-02497,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,97.45,3221.16,1
CUST-02498,Female,1,No,No,48,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.49,3885.36,0
CUST-02499,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,99.71,3948.37,0
CUST-02500,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.6,2511.37,0
CUST-02501,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.31,2204.41,0
CUST-02502,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,42.95,1576.41,0
CUST-02503,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,118.75,1877.7,1
CUST-02504,Female,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,107.82,3414.33,0
CUST-02505,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.37,2204.54,1
CUST-02506,Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,33.24,851.34,0
CUST-02507,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,42.01,1812.04,0
CUST-02508,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.75,2499.63,1
CUST-02509,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,49.39,2935.49,0
CUST-02510,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),88.48,3736.02,0
CUST-02511,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),118.22,2311.42,1
CUST-02512,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.45,3785.69,0
CUST-02513,Male,0,Yes,Yes,46,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,46.51,2208.65,0
CUST-02514,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,32.01,1395.82,0
CUST-02515,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.43,6402.2,0
CUST-02516,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,49.35,2428.53,0
CUST-02517,Male,0,Yes,No,54,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,77.56,4090.55,0
CUST-02518,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.64,1825.68,1
CUST-02519,Female,0,Yes,No,13,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,56.77,766.2,1
CUST-02520,Female,0,No,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,65.21,4389.36,0
CUST-02521,Female,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),69.86,3226.57,0
CUST-02522,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.27,1119.89,1
CUST-02523,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.06,1181.49,1
CUST-02524,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.93,0.0,1
CUST-02525,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.24,618.45,1
CUST-02526,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),79.58,1793.22,0
CUST-02527,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,48.98,828.04,0
CUST-02528,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,38.73,2264.97,0
CUST-02529,Male,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,90.04,6527.58,0
CUST-02530,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.07,5044.27,1
CUST-02531,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.41,1314.12,0
CUST-02532,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,69.38,846.15,0
CUST-02533,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.03,1355.88,0
CUST-02534,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,86.4,5796.54,0
CUST-02535,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.58,3774.59,0
CUST-02536,Female,0,No,No,64,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),80.08,5137.85,0
CUST-02537,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),100.38,5221.29,0
CUST-02538,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.06,235.65,0
CUST-02539,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.18,3485.99,1
CUST-02540,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),41.41,1793.72,0
CUST-02541,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.08,5501.18,0
CUST-02542,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.91,311.39,0
CUST-02543,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),61.71,2013.57,0
CUST-02544,Female,1,Yes,No,60,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),32.29,1804.67,0
CUST-02545,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.23,6554.42,0
CUST-02546,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.09,3884.84,0
CUST-02547,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,77.86,4904.67,0
CUST-02548,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.75,3748.44,0
CUST-02549,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,118.75,3296.12,0
CUST-02550,Male,0,No,No,69,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.69,4861.28,0
CUST-02551,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.94,798.53,1
CUST-02552,Male,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,86.19,3604.68,0
CUST-02553,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.94,2267.53,0
CUST-02554,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),54.44,1332.73,0
CUST-02555,Male,0,No,No,62,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),115.74,7206.05,0
CUST-02556,Female,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,68.48,4943.9,0
CUST-02557,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,89.48,4996.56,0
CUST-02558,Male,0,No,Yes,63,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,73.33,4658.61,0
CUST-02559,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.52,3014.42,0
CUST-02560,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),103.29,5276.88,0
CUST-02561,Female,0,No,No,62,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.18,5310.65,0
CUST-02562,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,18.25,146.18,0
CUST-02563,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.55,3745.78,0
CUST-02564,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),60.57,2699.0,0
CUST-02565,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,35.83,1390.11,0
CUST-02566,Male,1,No,No,45,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,100.16,4551.54,0
CUST-02567,Male,1,No,No,0,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),50.91,0.0,0
CUST-02568,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),86.56,6197.61,0
CUST-02569,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.3,6839.42,1
CUST-02570,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,65.47,659.37,0
CUST-02571,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.28,6176.92,0
CUST-02572,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.7,2012.91,0
CUST-02573,Male,0,Yes,No,32,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.04,3323.57,1
CUST-02574,Male,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.37,4185.36,0
CUST-02575,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.16,2963.47,0
CUST-02576,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.88,5145.29,1
CUST-02577,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,32.74,2033.28,0
CUST-02578,Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.84,2588.67,0
CUST-02579,Male,1,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),69.15,1725.27,0
CUST-02580,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,78.88,3182.36,0
CUST-02581,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.41,2667.25,0
CUST-02582,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,104.83,3251.86,0
CUST-02583,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,56.23,1946.74,0
CUST-02584,Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,67.46,1316.76,0
CUST-02585,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),100.96,2093.89,1
CUST-02586,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,87.34,5627.19,0
CUST-02587,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.26,2009.22,0
CUST-02588,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),26.81,225.73,0
CUST-02589,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),61.25,1524.27,0
CUST-02590,Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,90.33,4232.91,0
CUST-02591,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.83,1456.6,1
CUST-02592,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,49.2,443.0,0
CUST-02593,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.76,6211.37,1
CUST-02594,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,83.94,4594.21,1
CUST-02595,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,45.33,720.95,0
CUST-02596,Female,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55.52,175.49,0
CUST-02597,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,24.58,544.3,0
